Jobs,Relevant Minor Categories,,,,,,,,,,,,
Geodetic Surveyors,Earth Sciences,Information & Technology,Environmental Science & Studies,Statistics & Data Science,,,,,,,,,
Geographers,Earth Sciences,Sociology,Environmental Science & Studies,,,,,,,,,,
"Geography Teachers, Postsecondary",Earth Sciences,Environmental Science & Studies,,,,,,,,,,,
Geoscientists,Earth Sciences,Environmental Science & Studies,,,,,,,,,,,
Graphic Designers,Design,General Art,Cinema & Visual Arts,,,,,,,,,,
Health & Safety Engineers,Electrical & Mechanical Engineering,Specializations & Engineering,,,,,,,,,,,
Health Education Specialists,Education,Medical Sciences,Biology,Athletic & Bodily Science,Food & Nutrition,,,,,,,,
Health Informatics Specialists,Medical Sciences,Information & Technology,,,,,,,,,,,
"Health Specialties Teachers, Postsecondary",Medical Sciences,Food & Nutrition,Athletic & Bodily Science,Biology,,,,,,,,,
Healthcare Social Workers,Medical Sciences,Social Services,Sociology,Psychology,,,,,,,,,
Hearing Aid Specialists,Medical Sciences,Biology,,,,,,,,,,,
Historians,Anthropology & History,,,,,,,,,,,,
"History Teachers, Postsecondary",Anthropology & History,,,,,,,,,,,,
Histotechnologists,Biology,Medical Sciences,Chemistry,,,,,,,,,,
Hospitalists,Medical Sciences,Biology,,,,,,,,,,,
Human Factors Engineers & Ergonomists,Specializations & Engineering,Athletic & Bodily Science,Psychology,Design,,,,,,,,,
Human Resources Specialists,Information & Technology,Politics & Public Policy,Management & Information Systems,,,,,,,,,,
Hydrologists,Environmental Science & Studies,Specializations & Engineering,Earth Sciences,Physics & Astronomy,,,,,,,,,
Industrial Ecologists,Environmental Science & Studies,Specializations & Engineering,,,,,,,,,,,
Industrial Engineers,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,,
Industrial Production Managers,Specializations & Engineering,Electrical & Mechanical Engineering,Management & Information Systems,,,,,,,,,,
Industrial-Organizational Psychologists,Psychology,Marketing & Consumer Services,Management & Information Systems,,,,,,,,,,
Information Security Analysts,Information & Technology,Computer Science and Engineering,,,,,,,,,,,
Information Security Engineers,Information & Technology,Computer Science and Engineering,,,,,,,,,,,
Information Technology Project Managers,Information & Technology,Computer Science and Engineering,,,,,,,,,,,
Instructional Coordinators,Education,,,,,,,,,,,,
"Insurance Appraisers, Auto Damage",Accounting & Finance,Specializations & Business,,,,,,,,,,,
Insurance Sales Agents,Accounting & Finance,Specializations & Business,Marketing & Consumer Services,,,,,,,,,,
Insurance Underwriters,Accounting & Finance,Management & Information Systems,Specializations & Business,Economics,Management & Information Systems,Applied & General Mathematics,,,,,,,
Intelligence Analysts,Politics & Public Policy,Sociology,Law & Criminology,Information & Technology,,,,,,,,,
Interior Designers,Design,General Art,Cinema & Visual Arts,,,,,,,,,,
Interpreters & Translators,Language & Literature,Linguistics,,,,,,,,,,,
Investment Fund Managers,Accounting & Finance,Economics,Management & Information Systems,Applied & General Mathematics,,,,,,,,,
"Judges, Magistrate Judges, & Magistrates",Law & Criminology,Politics & Public Policy,Philosophy & Religion,Anthropology & History,,,,,,,,,
Kindergarten Teachers,Education,Psychology,,,,,,,,,,,
Labor Relations Specialists,Specializations & Business,Management & Information Systems,Politics & Public Policy,,,,,,,,,,
Landscape Architects,Environmental Science & Studies,City Planning & Architecture,,,,,,,,,,,
"Law Teachers, Postsecondary",Law & Criminology,,,,,,,,,,,,
Lawyers,Law & Criminology,Politics & Public Policy,Philosophy & Religion,Anthropology & History,,,,,,,,,
Librarians & Media Collections Specialists,Language & Literature,General Humanities,Anthropology & History,Cultural & Ethnic Studies,Feminist & Gender Studies,Philosophy & Religion,Cinema & Visual Arts,General Art,Communication & Journalism,,,,
Loan Officers,Specializations & Business,Accounting & Finance,Economics,,,,,,,,,,
Locomotive Engineers,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,,
Lodging Managers,Management & Information Systems,Specializations & Business,Social Services,,,,,,,,,,
Logisticians,Information & Technology,Management & Information Systems,Specializations & Business,,,,,,,,,,
Loss Prevention Managers,Accounting & Finance,Management & Information Systems,,,,,,,,,,,
"Low Vision Therapists, Orientation & Mobility Specialists, & Vision Rehabilitation Therapists",Medical Sciences,Athletic & Bodily Science,Biology,Social Services,,,,,,,,,
Management Analysts,Management & Information Systems,Statistics & Data Science,Information & Technology,,,,,,,,,,
Manufacturing Engineers,Electrical & Mechanical Engineering,Specializations & Engineering,,,,,,,,,,,
Marine Engineers & Naval Architects,Electrical & Mechanical Engineering,Specializations & Engineering,,,,,,,,,,,
Market Research Analysts & Marketing Specialists,Statistics & Data Science,Marketing & Consumer Services,Economics,Communication & Journalism,,,,,,,,,
Marriage & Family Therapists,Psychology,,,,,,,,,,,,
Materials Engineers,Chemistry,Specializations & Engineering,,,,,,,,,,,
Materials Scientists,Physics & Astronomy,Specializations & Engineering,Chemistry,,,,,,,,,,
"Mathematical Science Teachers, Postsecondary",Applied & General Mathematics,Statistics & Data Science,,,,,,,,,,,
Mathematicians,Applied & General Mathematics,Statistics & Data Science,,,,,,,,,,,
Mechanical Engineers,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,,
Mechatronics Engineers,Computer Science and Engineering,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,
Media Programming Directors,Communication & Journalism,Performing Arts,General Art,Cinema & Visual Arts,,,,,,,,,
Media Technical Directors/Managers,Communication & Journalism,Cinema & Visual Arts,Information & Technology,Computer Science and Engineering,,,,,,,,,
Medical & Clinical Laboratory Technologists,Medical Sciences,Biology,Chemistry,,,,,,,,,,
Medical & Health Services Managers,Management & Information Systems,Medical Sciences,Politics & Public Policy,Social Services,,,,,,,,,
Medical Scientists,Medical Sciences,Biology,Chemistry,,,,,,,,,,
"Meeting, Convention, & Event Planners",Marketing & Consumer Services,Specializations & Business,Management & Information Systems,Social Services,,,,,,,,,
Mental Health & Substance Abuse Social Workers,Psychology,Medical Sciences,Social Services,Sociology,,,,,,,,,
Mental Health Counselors,Psychology,Social Services,Sociology,,,,,,,,,,
Microbiologists,Biology,,,,,,,,,,,,
Microsystems Engineers,Specializations & Engineering,Electrical & Mechanical Engineering,Computer Science and Engineering,,,,,,,,,,
Middle School Teachers,Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,,,,
Midwives,Biology,Medical Sciences,,,,,,,,,,,
"Mining & Geological Engineers, Including Mining Safety Engineers",Electrical & Mechanical Engineering,Specializations & Engineering,City Planning & Architecture,Earth Sciences,,,,,,,,,
Molecular & Cellular Biologists,Biology,Chemistry,,,,,,,,,,,
Museum Technicians & Conservators,Language & Literature,General Art,Anthropology & History,Cultural & Ethnic Studies,,,,,,,,,
Music Directors & Composers,Music,Performing Arts,,,,,,,,,,,
Music Therapists,Music,Psychology,,,,,,,,,,,
Musicians & Singers,Performing Arts,Music,,,,,,,,,,,
Naturopathic Physicians,Biology,Medical Sciences,Athletic & Bodily Science,Psychology,,,,,,,,,
Network & Computer Systems Administrators,Information & Technology,Computer Science and Engineering,,,,,,,,,,,
Neurologists,Biology,Medical Sciences,,,,,,,,,,,
Neuropsychologists,Psychology,Biology,Medical Sciences,,,,,,,,,,
"News Analysts, Reporters, & Journalists",Communication & Journalism,Language & Literature,,,,,,,,,,,
Nuclear Engineers,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,,
Nurse Anesthetists,Biology,Medical Sciences,,,,,,,,,,,
Nurse Practitioners,Biology,Medical Sciences,,,,,,,,,,,
"Nursing Instructors & Teachers, Postsecondary",Biology,Medical Sciences,,,,,,,,,,,
Obstetricians & Gynecologists,Medical Sciences,Biology,,,,,,,,,,,
Occupational Health & Safety Specialists,Medical Sciences,Politics & Public Policy,,,,,,,,,,,
Occupational Therapists,Medical Sciences,Biology,,,,,,,,,,,
Online Merchants,Specializations & Business,Marketing & Consumer Services,Management & Information Systems,Accounting & Finance,,,,,,,,,
Operations Research Analysts,Applied & General Mathematics,Statistics & Data Science,Economics,,,,,,,,,,
Ophthalmologists,Biology,Medical Sciences,,,,,,,,,,,
Optometrists,Biology,Medical Sciences,,,,,,,,,,,
Oral & Maxillofacial Surgeons,Biology,Medical Sciences,,,,,,,,,,,
Orthodontists,Biology,Medical Sciences,,,,,,,,,,,
Orthopedic Surgeons,Biology,Medical Sciences,,,,,,,,,,,
Orthoptists,Biology,Medical Sciences,,,,,,,,,,,
Orthotists & Prosthetists,Medical Sciences,Biology,,,,,,,,,,,
Paralegals & Legal Assistants,Specializations & Business,Sociology,Law & Criminology,Politics & Public Policy,Philosophy & Religion,Anthropology & History,,,,,,,
Park Naturalists,Earth Sciences,Environmental Science & Studies,Social Services,Biology,,,,,,,,,
Payroll & Timekeeping Clerks,Management & Information Systems,Accounting & Finance,,,,,,,,,,,
Pediatric Surgeons,Biology,Medical Sciences,,,,,,,,,,,
"Pediatricians, General",Biology,Medical Sciences,,,,,,,,,,,
Personal Financial Advisors,Accounting & Finance,Economics,,,,,,,,,,,
Petroleum Engineers,Electrical & Mechanical Engineering,Specializations & Engineering,City Planning & Architecture,,,,,,,,,,
Pharmacists,Biology,Medical Sciences,Chemistry,,,,,,,,,,
"Philosophy & Religion Teachers, Postsecondary",Philosophy & Religion,General Humanities,,,,,,,,,,,
Photographers,General Art,Cinema & Visual Arts,,,,,,,,,,,
Photonics Engineers,Physics & Astronomy,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,
Physical Medicine & Rehabilitation Physicians,Medical Sciences,Biology,Athletic & Bodily Science,,,,,,,,,,
Physical Therapists,Medical Sciences,Biology,Athletic & Bodily Science,,,,,,,,,,
"Physicians, Pathologists",Medical Sciences,Biology,Chemistry,,,,,,,,,,
Physicists,Physics & Astronomy,,,,,,,,,,,,
"Physics Teachers, Postsecondary",Physics & Astronomy,,,,,,,,,,,,
Podiatrists,Biology,Athletic & Bodily Science,Medical Sciences,,,,,,,,,,
"Poets, Lyricists & Creative Writers",Communication & Journalism,Language & Literature,General Art,Music,General Humanities,Philosophy & Religion,,,,,,,
"Political Science Teachers, Postsecondary",Politics & Public Policy,Sociology,,,,,,,,,,,
Political Scientists,Politics & Public Policy,Sociology,,,,,,,,,,,
Precision Agriculture Technicians,Environmental Science & Studies,Agriculture & Food Science,Earth Sciences,,,,,,,,,,
Preschool Teachers,Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,,,,
Preventive Medicine Physicians,Biology,Medical Sciences,,,,,,,,,,,
Probation Officers & Correctional Treatment Specialists,Psychology,Sociology,Social Services,Law & Criminology,,,,,,,,,
Producers & Directors,Performing Arts,Communication & Journalism,Cinema & Visual Arts,General Art,Music,Design,,,,,,,
Proofreaders & Copy Markers,Communication & Journalism,Language & Literature,,,,,,,,,,,
"Property, Real Estate, & Community Association Managers",Specializations & Business,Management & Information Systems,Accounting & Finance,,,,,,,,,,
Prosthodontists,Medical Sciences,Biology,,,,,,,,,,,
Psychiatrists,Psychology,Medical Sciences,,,,,,,,,,,
"Psychology Teachers, Postsecondary",Psychology,,,,,,,,,,,,
Public Relations Specialists,Communication & Journalism,Marketing & Consumer Services,Specializations & Business,Sociology,,,,,,,,,
Purchasing Agents,Specializations & Business,Economics,Management & Information Systems,Accounting & Finance,,,,,,,,,
Quality Control Systems Managers,Management & Information Systems,Specializations & Business,Chemistry,Agriculture & Food Science,Food & Nutrition,Specializations & Engineering,,,,,,,
Radio Frequency Identification Device Specialists,Computer Science and Engineering,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,
Radiologists,Biology,Medical Sciences,,,,,,,,,,,
Range Managers,Environmental Science & Studies,Agriculture & Food Science,Specializations & Business,Management & Information Systems,Earth Sciences,,,,,,,,
Real Estate Brokers,Specializations & Business,Accounting & Finance,Marketing & Consumer Services,Management & Information Systems,,,,,,,,,
"Recreation & Fitness Studies Teachers, Postsecondary",Athletic & Bodily Science,,,,,,,,,,,,
Recreational Therapists,Athletic & Bodily Science,Medical Sciences,Social Services,,,,,,,,,,
Registered Nurses,Medical Sciences,Biology,Athletic & Bodily Science,,,,,,,,,,
Regulatory Affairs Specialists,Specializations & Business,Management & Information Systems,Politics & Public Policy,Agriculture & Food Science,Food & Nutrition,Medical Sciences,Law & Criminology,Specializations & Engineering,,,,,
Rehabilitation Counselors,Athletic & Bodily Science,Social Services,Psychology,Medical Sciences,,,,,,,,,
Remote Sensing Scientists & Technologists,Environmental Science & Studies,Statistics & Data Science,Biology,Applied & General Mathematics,Computer Science and Engineering,Electrical & Mechanical Engineering,Specializations & Engineering,Earth Sciences,,,,,
Robotics Engineers,Specializations & Engineering,Computer Science and Engineering,Electrical & Mechanical Engineering,,,,,,,,,,
Sales Engineers,Specializations & Engineering,Computer Science and Engineering,Electrical & Mechanical Engineering,City Planning & Architecture,,,,,,,,,
Sales Managers,Marketing & Consumer Services,Specializations & Business,Economics,Management & Information Systems,Accounting & Finance,,,,,,,,
"Sales Representatives, Wholesale & Manufacturing",Marketing & Consumer Services,Specializations & Business,Accounting & Finance,Economics,Management & Information Systems,,,,,,,,
"Sales Representatives, Wholesale & Manufacturing, Technical & Scientific Products",Biology,City Planning & Architecture,Electrical & Mechanical Engineering,Specializations & Engineering,Computer Science and Engineering,Chemistry,,,,,,,
School Psychologists,Psychology,,,,,,,,,,,,
Search Marketing Strategists,Computer Science and Engineering,Marketing & Consumer Services,Information & Technology,,,,,,,,,,
Secondary School Teachers,Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,,,,
"Securities, Commodities, & Financial Services Sales Agents",Marketing & Consumer Services,Economics,Specializations & Business,Management & Information Systems,Accounting & Finance,,,,,,,,
Set & Exhibit Designers,Cinema & Visual Arts,Performing Arts,Design,General Art,,,,,,,,,
Social & Community Service Managers,Sociology,Politics & Public Policy,Social Services,Management & Information Systems,,,,,,,,,
Social & Human Service Assistants,Sociology,Social Services,Athletic & Bodily Science,Psychology,Politics & Public Policy,,,,,,,,
"Social Work Teachers, Postsecondary",Sociology,Social Services,,,,,,,,,,,
Sociologists,Sociology,Anthropology & History,Psychology,Politics & Public Policy,Economics,,,,,,,,
"Sociology Teachers, Postsecondary",Sociology,Anthropology & History,Psychology,Politics & Public Policy,Economics,,,,,,,,
Software Developers,Computer Science and Engineering,,,,,,,,,,,,
Software Quality Assurance Analysts & Testers,Computer Science and Engineering,,,,,,,,,,,,
Soil & Plant Scientists,Chemistry,Environmental Science & Studies,Biology,Agriculture & Food Science,Earth Sciences,,,,,,,,
Solar Energy Systems Engineers,City Planning & Architecture,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,
Sound Engineering Technicians,Cinema & Visual Arts,Music,,,,,,,,,,,
"Special Education Teachers, Elementary School",Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,Social Services,,,
"Special Education Teachers, Kindergarten",Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,Social Services,,,
"Special Education Teachers, Middle School",Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,Social Services,,,
"Special Education Teachers, Preschool",Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,Social Services,,,
"Special Education Teachers, Secondary School",Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,Social Services,,,
Special Effects Artists & Animators,General Art,Cinema & Visual Arts,Design,,,,,,,,,,
Speech-Language Pathologists,Medical Sciences,Linguistics,,,,,,,,,,,
Sports Medicine Physicians,Biology,Medical Sciences,Athletic & Bodily Science,,,,,,,,,,
Statisticians,Statistics & Data Science,Applied & General Mathematics,Economics,,,,,,,,,,
Substance Abuse & Behavioral Disorder Counselors,Biology,Social Services,Psychology,Medical Sciences,,,,,,,,,
"Substitute Teachers, Short-Term",Education,General Humanities,Anthropology & History,Applied & General Mathematics,Sociology,Psychology,General Art,Earth Sciences,Language & Literature,Social Services,,,
Supply Chain Managers,Management & Information Systems,Specializations & Business,Economics,Accounting & Finance,,,,,,,,,
Survey Researchers,Statistics & Data Science,Marketing & Consumer Services,Sociology,Applied & General Mathematics,Politics & Public Policy,,,,,,,,
Surveyors,Environmental Science & Studies,Earth Sciences,City Planning & Architecture,Specializations & Engineering,,,,,,,,,
Sustainability Specialists,Environmental Science & Studies,City Planning & Architecture,Earth Sciences,Design,,,,,,,,,
Talent Directors,Performing Arts,General Art,Music,Marketing & Consumer Services,Management & Information Systems,Cinema & Visual Arts,,,,,,,
"Tax Examiners & Collectors, & Revenue Agents",Accounting & Finance,Economics,,,,,,,,,,,
Technical Writers,Information & Technology,Specializations & Engineering,Communication & Journalism,Language & Literature,Computer Science and Engineering,,,,,,,,
Telecommunications Engineering Specialists,Computer Science and Engineering,Electrical & Mechanical Engineering,Specializations & Engineering,,,,,,,,,,
Training & Development Specialists,Social Services,Specializations & Business,Management & Information Systems,Psychology,Communication & Journalism,Education,Sociology,,,,,,
Transportation Engineers,City Planning & Architecture,Specializations & Engineering,Electrical & Mechanical Engineering,,,,,,,,,,
Transportation Planners,City Planning & Architecture,Environmental Science & Studies,,,,,,,,,,,
Treasurers & Controllers,Economics,Accounting & Finance,Specializations & Business,,,,,,,,,,
Urban & Regional Planners,Politics & Public Policy,Environmental Science & Studies,City Planning & Architecture,Economics,,,,,,,,,
Urologists,Biology,Medical Sciences,,,,,,,,,,,
Validation Engineers,Specializations & Engineering,Computer Science and Engineering,City Planning & Architecture,Electrical & Mechanical Engineering,,,,,,,,,
Veterinarians,Biology,Animal Science,,,,,,,,,,,
Video Game Designers,Design,Computer Science and Engineering,General Art,,,,,,,,,,
Water Resource Specialists,Environmental Science & Studies,Earth Sciences,City Planning & Architecture,,,,,,,,,,
Water/Wastewater Engineers,Environmental Science & Studies,Specializations & Engineering,Earth Sciences,City Planning & Architecture,,,,,,,,,
Web & Digital Interface Designers,Computer Science and Engineering,Design,General Art,Cinema & Visual Arts,,,,,,,,,
Web Administrators,Computer Science and Engineering,Design,,,,,,,,,,,
Web Developers,Computer Science and Engineering,Design,,,,,,,,,,,
Wind Energy Development Managers,Environmental Science & Studies,Management & Information Systems,Electrical & Mechanical Engineering,Specializations & Engineering,City Planning & Architecture,,,,,,,,
Wind Energy Engineers,Environmental Science & Studies,Electrical & Mechanical Engineering,Specializations & Engineering,City Planning & Architecture,,,,,,,,,
Writers & Authors,Communication & Journalism,General Art,Language & Literature,General Humanities,Anthropology & History,Cultural & Ethnic Studies,Feminist & Gender Studies,Sociology,Philosophy & Religion,,,,
Zoologists & Wildlife Biologists,Environmental Science & Studies,Animal Science,Biology,,,,,,,,,,
